C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,regression target,classification target
single,3rd phase - general contingent,second choice,Tourism,daytime,Secondary education,68.5,Portuguese,no,no,no,yes,male,no,20,no,0,6.0,7,6,,0,0.0,6.0,7,5.0,12.8,0,16.2,0.3,-0.92,0.6345000000000001,success
single,1st phase - general contingent,third choice,Social Service,daytime,Secondary education,68.0,Portuguese,yes,no,no,yes,female,yes,21,no,0,6.0,9,5,12.33333333,0,0.0,6.0,7,5.0,11.8,0,13.9,-0.3,0.79,0.6085,success
single,3rd phase - general contingent,fourth choice,Journalism and Communication,daytime,Secondary education,64.0,Portuguese,yes,no,no,yes,male,no,19,no,0,6.0,9,4,12.5,0,0.0,6.0,6,6.0,11.33333333,0,10.8,1.4,1.74,0.6104999999999999,failure
single,1st phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,80.5,Portuguese,yes,,no,yes,female,no,18,no,0,,6,6,14.16666667,0,0.0,6.0,6,6.0,14.0,0,16.2,0.3,-0.92,0.772,success
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,66.0,Portuguese,no,no,no,yes,female,no,20,no,0,6.0,8,6,13.28571429,0,0.0,6.0,16,6.0,11.8,0,12.4,0.5,1.79,0.5954999999999999,success
single,1st phase - general contingent,third choice,Basic Education,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,female,no,21,no,0,6.0,7,6,13.42857143,0,0.0,6.0,8,6.0,13.14285714,0,7.6,2.6,0.32,0.6875,success
single,1st phase - general contingent,third choice,Communication Design,daytime,Secondary education,64.0,Portuguese,yes,yes,no,no,male,,19,no,0,6.0,9,4,12.5,0,0.0,6.0,6,0.0,0.0,0,9.4,-0.8,-3.12,0.6175,failure
married,Over 23 years old,third choice,Tourism,daytime,,66.55,Portuguese,no,no,no,yes,male,no,39,no,0,6.0,6,6,13.5,0,0.0,6.0,6,6.0,13.33333333,0,12.4,0.5,1.79,0.6175,success
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,66.5,Portuguese,yes,no,no,yes,female,yes,18,,0,5.0,15,2,10.0,0,0.0,5.0,14,2.0,12.0,0,13.9,-0.3,0.79,0.6004999999999999,failure
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,64.5,Portuguese,no,no,no,yes,male,no,20,,0,8.0,8,7,15.02857143,0,0.0,8.0,8,7.0,15.02857143,0,12.7,3.7,-1.7,0.6,success
single,1st phase - general contingent,third choice,Social Service (evening attendance),evening,Secondary education,53.5,Portuguese,yes,no,no,yes,female,no,22,no,0,6.0,7,5,13.4,0,0.0,6.0,9,5.0,12.2,0,7.6,2.6,0.32,0.5175,success
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,60.0,Portuguese,no,no,no,yes,female,yes,18,no,0,6.0,11,4,12.0,0,0.0,6.0,8,4.0,10.75,0,15.5,2.8,-4.06,0.5755,success
single,2nd phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,80.5,Portuguese,no,no,no,yes,female,,19,no,0,6.0,6,6,13.83333333,0,0.0,6.0,7,6.0,14.42857143,0,15.5,2.8,-4.06,0.742,success
single,Change of institution/course,second choice,Social Service,daytime,Technological specialization course,70.0,Portuguese,yes,no,no,yes,female,yes,20,no,6,11.0,11,11,12.81818182,0,6.0,11.0,11,11.0,13.54545455,0,12.4,0.5,1.79,0.6455,success
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,67.5,Portuguese,no,no,no,yes,male,yes,19,no,0,6.0,6,6,13.0,0,0.0,6.0,6,6.0,13.16666667,0,12.4,0.5,1.79,0.696,success
single,2nd phase - general contingent,seventh choice,Social Service,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,11,5,10.8,0,0.0,6.0,12,5.0,11.33333333,0,15.5,2.8,-4.06,0.615,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,no,yes,female,no,33,no,0,5.0,0,0,0.0,0,0.0,5.0,0,0.0,0.0,0,12.7,3.7,-1.7,0.6409999999999999,failure
single,Over 23 years old,second choice,Agronomy,daytime,Other - 11th year of schooling,66.55,Portuguese,no,no,no,yes,male,no,58,no,0,6.0,9,0,0.0,0,0.0,6.0,6,0.0,0.0,0,13.9,-0.3,0.79,0.6,failure
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,,no,18,no,0,5.0,5,5,12.6,0,0.0,5.0,5,4.0,11.0,0,11.1,0.6,2.02,0.622,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,66.0,Portuguese,yes,no,no,yes,female,no,20,no,0,6.0,7,5,13.2,0,0.0,6.0,6,6.0,12.66666667,0,10.8,1.4,1.74,0.6495000000000001,success
single,2nd phase - general contingent,third choice,Basic Education,daytime,Secondary education,72.5,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,10.8,1.4,1.74,0.6395000000000001,failure
single,1st phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,62.5,Portuguese,no,no,no,yes,female,yes,18,no,0,6.0,6,6,14.33333333,0,0.0,6.0,7,6.0,14.0,0,11.1,0.6,2.02,0.59,success
single,1st phase - special contingent (Madeira Island),third choice,Veterinary Nursing,daytime,Secondary education,68.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,5.0,8,5,13.16666667,2,0.0,5.0,5,5.0,12.8,0,9.4,-0.8,-3.12,0.617,success
single,2nd phase - general contingent,fourth choice,Nursing,daytime,Secondary education,72.0,Portuguese,yes,no,no,yes,female,yes,20,no,0,8.0,8,7,13.48714286,0,0.0,8.0,8,,13.48714286,0,10.8,1.4,1.74,0.6325,success
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,70.0,Portuguese,no,no,no,yes,male,no,25,no,0,6.0,16,3,11.25,0,0.0,6.0,14,4.0,11.2,0,15.5,2.8,-4.06,0.7,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,66.5,Portuguese,no,no,no,yes,male,yes,20,no,0,6.0,11,5,11.14285714,0,0.0,6.0,9,6.0,11.57142857,0,16.2,0.3,-0.92,0.66,success
divorced,Over 23 years old,second choice,Basic Education,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,yes,no,female,no,33,no,0,7.0,7,7,12.85714286,0,0.0,7.0,8,6.0,12.66666667,0,8.9,1.4,3.51,0.54,success
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,female,no,20,no,0,6.0,11,6,13.33333333,0,0.0,6.0,10,6.0,13.0,0,16.2,0.3,-0.92,0.69,success
single,Over 23 years old,second choice,Social Service (evening attendance),evening,,66.55,Portuguese,no,no,no,yes,male,no,39,no,3,9.0,10,9,13.22222222,0,2.0,7.0,8,7.0,13.14285714,0,8.9,1.4,3.51,0.595,success
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,58.0,Portuguese,yes,no,no,yes,male,no,21,no,0,5.0,8,0,0.0,0,0.0,5.0,5,0.0,0.0,0,9.4,-0.8,-3.12,0.5835,failure
facto union,Change of course,second choice,Nursing,daytime,Secondary education,65.5,Portuguese,no,no,no,yes,female,yes,18,no,0,8.0,8,7,11.85714286,0,0.0,8.0,8,7.0,11.85714286,0,12.7,,-1.7,0.594,success
facto union,Over 23 years old,second choice,Nursing,daytime,Secondary education,55.0,Portuguese,no,no,no,no,female,no,37,no,0,,8,0,0.0,1,0.0,8.0,8,0.0,0.0,1,12.7,3.7,-1.7,0.55,failure
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,56.5,Portuguese,yes,no,no,yes,female,yes,21,no,0,6.0,6,6,14.5,0,,6.0,8,6.0,14.66666667,0,8.9,1.4,3.51,0.593,success
single,2nd phase - general contingent,second choice,Social Service,daytime,Secondary education,57.5,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,6,6,12.0,0,0.0,6.0,7,,12.85714286,0,11.1,0.6,2.02,0.575,success
single,2nd phase - general contingent,second choice,Basic Education,daytime,Secondary education,67.5,Portuguese,yes,no,no,no,female,no,29,no,0,6.0,9,6,16.33333333,0,0.0,6.0,8,5.0,15.6,0,12.7,3.7,-1.7,0.6645,failure
married,1st phase - general contingent,second choice,Management,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,female,no,24,no,14,15.0,17,14,11.35714286,0,13.0,14.0,15,13.0,12.84615385,0,7.6,,0.32,0.659,failure
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,male,no,20,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.8,1.4,1.74,0.6475,failure
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,48.5,Portuguese,yes,no,no,yes,female,no,21,no,0,7.0,7,7,12.83571429,0,0.0,8.0,8,8.0,14.23125,0,11.1,0.6,2.02,0.4905,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,72.5,Portuguese,,no,no,no,female,no,18,no,0,6.0,7,6,14.83333333,0,,6.0,8,6.0,12.5,0,8.9,1.4,3.51,0.6920000000000001,success
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,79.0,Portuguese,yes,,no,yes,female,no,20,no,0,6.0,7,6,14.83333333,0,0.0,6.0,6,6.0,16.0,0,11.1,0.6,2.02,0.7675,success
single,Holders of other higher courses,second choice,Nursing,daytime,Higher education - degree,65.0,Portuguese,yes,no,no,yes,male,no,30,no,0,8.0,8,0,0.0,8,0.0,8.0,8,0.0,0.0,8,9.4,-0.8,-3.12,0.65,failure
single,2nd phase - general contingent,fourth choice,Advertising and Marketing Management,daytime,Secondary education,61.5,Portuguese,yes,yes,no,yes,,yes,18,no,0,6.0,10,5,12.0,0,0.0,6.0,11,5.0,12.33333333,0,11.1,0.6,2.02,0.594,success
single,Holders of other higher courses,second choice,Social Service (evening attendance),evening,,60.0,Portuguese,no,no,no,yes,female,no,18,no,10,16.0,24,13,13.84615385,0,7.0,11.0,15,9.0,12.55555556,0,15.5,2.8,-4.06,0.6,failure
single,2nd phase - general contingent,fifth choice,Informatics Engineering,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,male,no,19,no,0,5.0,6,5,14.6,0,0.0,5.0,5,5.0,15.2,0,8.9,1.4,3.51,0.6375,failure
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,81.0,Portuguese,no,no,yes,yes,male,no,25,no,0,5.0,8,4,11.0,0,0.0,5.0,7,4.0,12.0,0,7.6,2.6,0.32,0.66,success
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,72.0,Portuguese,yes,no,no,yes,female,no,18,no,0,8.0,12,7,11.97142857,0,0.0,8.0,12,7.0,11.97142857,0,12.7,3.7,-1.7,0.6525,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,60.0,Portuguese,,no,no,yes,male,no,33,no,0,6.0,8,6,,0,0.0,6.0,6,6.0,11.66666667,0,10.8,1.4,1.74,0.585,success
single,Transfer,second choice,Informatics Engineering,,Secondary education,72.0,Portuguese,no,no,no,yes,male,no,18,no,0,5.0,6,1,10.0,0,0.0,5.0,7,1.0,12.0,0,10.8,1.4,1.74,0.5975,failure
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,71.5,Portuguese,no,no,no,yes,female,no,18,no,0,7.0,7,7,15.71428571,0,0.0,7.0,7,7.0,15.0,0,11.1,0.6,2.02,0.736,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,63.0,Portuguese,no,no,no,yes,male,no,19,no,0,,6,5,12.6,0,0.0,5.0,13,5.0,11.8,5,16.2,0.3,-0.92,0.5760000000000001,success
single,Over 23 years old,second choice,Nursing,daytime,Secondary education,65.0,Portuguese,no,no,no,yes,male,no,24,no,0,8.0,8,7,12.74285714,0,0.0,8.0,8,7.0,12.74285714,0,12.7,3.7,-1.7,0.75,success
single,1st phase - general contingent,fifth choice,Veterinary Nursing,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,7,6,14.85714286,0,0.0,6.0,10,6.0,13.11111111,0,12.4,0.5,1.79,0.6164999999999999,success
divorced,Over 23 years old,second choice,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,male,no,49,no,6,12.0,17,7,12.0,0,3.0,12.0,19,9.0,11.22222222,0,15.5,2.8,-4.06,0.55,success
divorced,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,no,yes,female,no,31,no,0,5.0,7,3,10.33333333,0,0.0,5.0,6,3.0,12.0,0,10.8,1.4,1.74,0.6934999999999999,failure
single,Change of course,second choice,Nursing,daytime,Secondary education,63.5,Portuguese,no,no,no,yes,female,yes,18,,0,7.0,11,5,12.16,0,0.0,7.0,7,2.0,13.4,0,16.2,0.3,-0.92,0.6054999999999999,success
single,2nd phase - general contingent,seventh choice,Nursing,daytime,Secondary education,74.0,Portuguese,yes,no,no,yes,female,no,19,no,0,7.0,8,5,14.0,0,0.0,7.0,7,0.0,0.0,0,13.9,-0.3,0.79,0.6585,failure
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,65.0,Portuguese,yes,,no,yes,female,no,18,no,0,7.0,11,7,13.37,0,0.0,8.0,13,7.0,12.83333333,0,15.5,2.8,-4.06,0.6255,success
married,Over 23 years old,second choice,Management,daytime,Secondary education,70.0,Portuguese,yes,no,no,yes,female,no,31,no,0,5.0,8,3,11.0,0,0.0,5.0,9,2.0,11.5,0,7.6,2.6,0.32,0.6385000000000001,failure
single,Over 23 years old,second choice,Veterinary Nursing,daytime,Secondary education,70.0,Portuguese,yes,no,yes,yes,female,no,28,no,0,6.0,17,0,0.0,0,0.0,6.0,6,0.0,0.0,0,8.9,1.4,3.51,0.6465000000000001,success
single,1st phase - general contingent,third choice,Social Service,daytime,Secondary education,66.55,Portuguese,,,no,yes,female,yes,20,no,0,6.0,7,6,12.57142857,0,0.0,6.0,7,6.0,13.28571429,0,12.4,0.5,1.79,0.53,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,66.5,Portuguese,no,no,no,yes,male,yes,18,no,0,8.0,8,8,12.93875,0,0.0,8.0,8,8.0,12.93875,0,9.4,-0.8,-3.12,0.609,success
single,1st phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,77.0,Portuguese,no,no,no,yes,female,yes,19,no,0,6.0,8,6,15.0,0,0.0,6.0,9,6.0,14.85714286,0,11.1,0.6,2.02,0.7070000000000001,success
single,2nd phase - general contingent,fourth choice,Nursing,daytime,Secondary education,71.5,Portuguese,yes,no,no,yes,female,no,18,no,0,7.0,7,6,13.03333333,0,0.0,7.0,7,6.0,13.03333333,0,7.6,2.6,0.32,0.669,success
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,63.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,,9,6,13.53333333,0,0.0,7.0,7,7.0,12.22857143,0,12.4,0.5,1.79,0.6065,success
single,1st phase - general contingent,third choice,Nursing,,Secondary education,67.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,8.0,12,7,11.72142857,0,0.0,8.0,12,7.0,11.72142857,0,12.7,3.7,-1.7,0.664,success
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,yes,yes,male,no,37,no,0,5.0,10,4,,0,0.0,5.0,12,3.0,13.33333333,0,9.4,-0.8,-3.12,0.7,failure
single,Change of course,second choice,Journalism and Communication,daytime,Secondary education,64.0,Portuguese,yes,no,no,yes,,no,22,no,0,6.0,17,3,11.33333333,3,0.0,6.0,14,3.0,12.33333333,0,15.5,2.8,-4.06,0.621,success
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,71.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,8,6,13.85714286,0,0.0,6.0,15,6.0,13.1,0,12.4,0.5,1.79,0.662,success
married,Change of course,second choice,Veterinary Nursing,daytime,Secondary education,80.0,Portuguese,no,no,no,yes,,no,21,no,0,5.0,11,0,0.0,2,0.0,5.0,11,3.0,11.66666667,1,9.4,-0.8,-3.12,0.6,success
single,Technological specialization diploma holders,second choice,Social Service,daytime,Technological specialization course,65.0,Portuguese,no,no,yes,no,male,no,27,no,3,6.0,8,5,11.6,0,2.0,6.0,9,5.0,12.0,0,13.9,-0.3,0.79,0.637,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,66.55,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,11,5,10.6,0,0.0,6.0,10,6.0,11.71428571,0,11.1,0.6,2.02,0.535,failure
single,Over 23 years old,second choice,Communication Design,daytime,Secondary education,65.0,Portuguese,yes,no,no,,male,yes,24,no,0,6.0,6,6,15.0,0,0.0,6.0,6,2.0,16.0,0,15.5,2.8,-4.06,0.56,success
single,Transfer,second choice,Veterinary Nursing,daytime,Technological specialization course,75.0,Portuguese,yes,no,no,yes,female,no,26,no,11,18.0,45,18,11.83333333,10,9.0,13.0,27,13.0,12.46153846,5,15.5,2.8,-4.06,0.75,success
single,1st phase - general contingent,fifth choice,Nursing,daytime,Secondary education,74.0,Portuguese,yes,no,no,yes,female,no,18,no,0,8.0,8,8,14.25,0,0.0,8.0,8,8.0,14.25,0,9.4,-0.8,-3.12,0.685,success
married,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,65.0,Portuguese,no,no,no,yes,female,no,44,no,0,6.0,9,6,11.16666667,0,1.0,6.0,15,2.0,11.0,1,7.6,2.6,0.32,0.574,success
single,2nd phase - general contingent,second choice,Basic Education,daytime,Secondary education,54.0,Portuguese,no,no,no,yes,female,no,20,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.5365,failure
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,62.0,Portuguese,yes,no,no,yes,male,no,21,no,0,5.0,7,3,,0,0.0,5.0,5,4.0,12.75,0,7.6,2.6,0.32,0.6235,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,70.5,Portuguese,no,no,no,yes,female,no,18,no,0,6.0,9,6,,0,0.0,6.0,6,6.0,14.16666667,0,13.9,-0.3,0.79,0.6945,success
single,2nd phase - general contingent,third choice,Advertising and Marketing Management,daytime,Secondary education,66.0,Portuguese,yes,no,no,yes,male,no,21,no,0,5.0,7,3,12.33333333,0,0.0,5.0,5,4.0,11.25,0,7.6,2.6,0.32,0.62,failure
single,2nd phase - general contingent,fourth choice,Tourism,daytime,Secondary education,57.5,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,8,4,11.25,0,0.0,6.0,8,,12.0,0,10.8,1.4,1.74,0.5489999999999999,success
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,80.0,Portuguese,no,no,no,yes,male,yes,22,no,0,6.0,8,6,13.125,0,0.0,6.0,10,6.0,13.0,0,16.2,0.3,-0.92,0.8,success
single,Over 23 years old,second choice,Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,yes,female,no,24,no,0,8.0,11,7,12.61428571,0,0.0,8.0,11,7.0,12.61428571,0,12.7,3.7,-1.7,0.5,success
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,65.5,Portuguese,yes,no,no,yes,female,no,19,no,0,7.0,7,6,11.68333333,0,0.0,7.0,7,6.0,11.68333333,0,7.6,2.6,0.32,0.6615000000000001,success
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,73.0,Portuguese,yes,no,no,yes,male,yes,17,no,0,6.0,8,6,14.875,0,0.0,6.0,8,6.0,13.42857143,0,11.1,0.6,2.02,0.7475,success
single,1st phase - general contingent,seventh choice,Management,daytime,Secondary education,63.5,Portuguese,yes,no,no,yes,male,no,19,no,0,5.0,6,5,12.6,0,0.0,5.0,8,3.0,12.66666667,0,8.9,1.4,3.51,0.6,success
divorced,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,60.0,Portuguese,yes,no,no,yes,female,no,39,no,0,5.0,8,5,,0,0.0,5.0,5,5.0,11.6,0,7.6,,0.32,0.5695,success
single,1st phase - general contingent,fifth choice,Journalism and Communication,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,6,6,12.83333333,0,0.0,6.0,8,6.0,12.83333333,0,12.4,0.5,1.79,0.648,success
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,male,no,35,no,0,6.0,16,4,12.0,0,0.0,6.0,11,3.0,10.33333333,0,13.9,-0.3,0.79,0.7,failure
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,71.5,Portuguese,no,no,no,yes,male,no,18,no,0,8.0,8,7,13.10571429,0,0.0,8.0,8,7.0,13.10571429,0,10.8,1.4,1.74,0.645,success
single,Over 23 years old,second choice,Nursing,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,male,no,24,no,0,7.0,18,0,0.0,0,0.0,7.0,7,0.0,0.0,0,13.9,-0.3,0.79,0.504,failure
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,85.0,Portuguese,yes,no,yes,yes,male,no,21,no,0,6.0,7,6,15.28571429,0,0.0,6.0,6,6.0,15.16666667,0,12.4,0.5,1.79,0.85,success
single,Holders of other higher courses,second choice,Management,daytime,Higher education - degree,65.0,Portuguese,no,no,no,yes,female,no,27,no,0,5.0,9,3,12.0,0,0.0,5.0,11,4.0,13.625,0,10.8,1.4,1.74,0.65,success
single,Over 23 years old,second choice,Advertising and Marketing Management,daytime,Secondary education,75.0,Portuguese,no,no,no,yes,female,no,25,no,0,5.0,6,1,11.0,0,0.0,5.0,5,0.0,0.0,0,7.6,2.6,0.32,0.54,failure
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,59.0,Portuguese,yes,no,no,yes,female,no,20,no,0,7.0,7,7,14.30714286,0,0.0,8.0,8,8.0,15.0125,0,12.4,0.5,1.79,0.5675,success
single,Over 23 years old,second choice,Tourism,daytime,Secondary education,65.0,Portuguese,no,no,no,yes,male,no,26,no,0,6.0,7,6,12.42857143,0,0.0,6.0,6,6.0,12.83333333,0,7.6,2.6,0.32,0.6325,success
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,74.5,Portuguese,,,no,yes,male,no,18,no,0,8.0,8,7,13.0,0,0.0,8.0,8,7.0,13.0,0,12.7,3.7,-1.7,0.6890000000000001,success
single,2nd phase - general contingent,fourth choice,Informatics Engineering,daytime,Secondary education,57.5,Portuguese,yes,no,no,no,male,no,18,no,0,5.0,8,5,12.5,0,0.0,5.0,7,5.0,13.57142857,0,12.4,0.5,1.79,0.5805,failure
single,2nd phase - general contingent,third choice,Management,daytime,Secondary education,65.5,Portuguese,yes,no,no,yes,female,no,21,no,0,5.0,10,4,11.75,0,0.0,5.0,6,5.0,11.6,0,12.4,0.5,1.79,0.601,success
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,female,no,21,no,0,5.0,13,3,11.33333333,2,0.0,5.0,12,2.0,10.5,1,9.4,-0.8,-3.12,0.5920000000000001,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,59.0,Portuguese,yes,no,no,yes,female,no,19,no,0,5.0,9,4,12.25,0,0.0,5.0,10,4.0,12.0,0,8.9,1.4,3.51,0.5865,success
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,female,no,18,no,0,5.0,16,4,10.66666667,0,0.0,5.0,11,2.0,12.0,0,13.9,-0.3,0.79,0.5935,success
single,3rd phase - general contingent,second choice,Management,daytime,Secondary education,60.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,5.0,7,5,11.6,0,0.0,5.0,5,5.0,11.6,0,12.4,0.5,1.79,0.579,success
married,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,65.0,Portuguese,no,no,no,yes,female,no,19,no,0,7.0,7,6,14.35,0,0.0,7.0,7,6.0,14.35,0,7.6,2.6,0.32,0.6114999999999999,success
single,1st phase - general contingent,third choice,Communication Design,daytime,Secondary education,60.5,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,8,4,10.75,0,0.0,6.0,9,0.0,0.0,0,9.4,-0.8,-3.12,0.6035,success
single,1st phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,64.0,Portuguese,yes,no,no,yes,male,no,19,no,0,5.0,10,3,10.66666667,0,0.0,5.0,9,2.0,14.0,2,7.6,2.6,0.32,0.6225,success
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,64.0,Portuguese,no,no,no,yes,female,no,18,no,0,8.0,8,8,,0,0.0,8.0,8,8.0,12.77125,0,9.4,-0.8,-3.12,0.6575,success
single,2nd phase - general contingent,third choice,Animation and Multimedia Design,daytime,Secondary education,71.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.6970000000000001,success
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,68.0,Portuguese,yes,no,yes,no,female,yes,19,no,0,6.0,6,6,11.83333333,0,0.0,6.0,8,6.0,12.875,0,10.8,1.4,1.74,0.68,success
single,2nd phase - general contingent,seventh choice,Informatics Engineering,daytime,Secondary education,64.5,Portuguese,yes,no,no,yes,male,no,19,no,0,,10,0,0.0,0,0.0,5.0,5,0.0,0.0,0,7.6,2.6,0.32,0.5855,failure
single,Over 23 years old,second choice,Management,daytime,Other - 11th year of schooling,66.55,Portuguese,yes,no,yes,no,male,no,24,no,0,5.0,5,0,0.0,0,0.0,5.0,5,0.0,0.0,0,12.7,3.7,-1.7,0.7,failure
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,70.5,Portuguese,no,,no,yes,male,no,18,no,0,6.0,6,6,13.5,0,0.0,6.0,0,0.0,0.0,0,12.7,3.7,-1.7,0.6509999999999999,failure
single,1st phase - general contingent,sixth choice,Journalism and Communication,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,male,no,22,no,0,6.0,10,5,13.4,0,0.0,6.0,12,3.0,10.66666667,0,9.4,-0.8,-3.12,0.6305,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,71.5,Portuguese,yes,no,no,yes,female,no,20,no,0,6.0,7,6,13.5,0,0.0,6.0,6,,13.0,0,10.8,1.4,1.74,0.722,success
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,female,no,18,no,0,5.0,7,5,13.8,0,0.0,5.0,5,5.0,12.6,0,10.8,1.4,1.74,0.711,success
single,1st phase - general contingent,fifth choice,Social Service,daytime,Secondary education,61.5,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,8,6,11.66666667,0,0.0,6.0,6,6.0,12.33333333,0,10.8,1.4,1.74,0.645,success
,2nd phase - general contingent,second choice,Management,daytime,Secondary education,64.5,Portuguese,yes,no,no,yes,female,no,19,no,0,5.0,5,3,11.66666667,0,0.0,5.0,10,,10.8,0,9.4,-0.8,-3.12,0.6645,failure
single,Technological specialization diploma holders,second choice,Social Service (evening attendance),evening,Technological specialization course,60.0,Portuguese,yes,no,no,yes,female,no,22,no,3,6.0,6,6,12.5,0,2.0,6.0,7,6.0,13.28571429,0,12.4,0.5,1.79,0.609,success
